Name,Type,Attunement,Price,Source,,,,,,,,,,,,,,,,,,,,,
Puzzle Ring,Ring,Yes-Paladin,,GSB,,,,,,,,,,,,,,,,,,,,,
Ring of the Assassin Lord,Ring,Yes-Rogue,,GSB,,,,,,,,,,,,,,,,,,,,,
Rings of Spell Sharing,Ring,Yes-Spellcaster,,GSB,,,,,,,,,,,,,,,,,,,,,
Candelabra Scepter,Rod,Yes-Spellcaster,,GSB,,,,,,,,,,,,,,,,,,,,,
Fūjin Reactor,Rod,Yes-Spellcaster,,GSB,,,,,,,,,,,,,,,,,,,,,
Hrathi Soul Scepter,Rod,Yes-Spellcaster,,GSB,,,,,,,,,,,,,,,,,,,,,
"Morath, Scepter of the Soul Vortex",Rod,Yes-Spellcaster,,GSB,,,,,,,,,,,,,,,,,,,,,
Reliquary of Holy Memories,Rod,"Yes-Cleric, Paladin",,GSB,,,,,,,,,,,,,,,,,,,,,
Sprig of Yggdrasil,Rod,"Yes-Cleric, Druid",,GSB,,,,,,,,,,,,,,,,,,,,,
Scroll of the Eclipse,Scroll,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Asclepian Staff,Staff,"Yes-Bard, Cleric, Druid, Paladin, Ranger",,GSB,,,,,,,,,,,,,,,,,,,,,
Royal Incinerator,Staff,"Yes-Druid, Sorcerer, Warlock, Wizard",,GSB,,,,,,,,,,,,,,,,,,,,,
Staff of the Arcanum,Staff,Yes-Wizard,,GSB,,,,,,,,,,,,,,,,,,,,,
Staff of the Ferryman,Staff,"Yes-Cleric, Druid, Warlock, or Wizard",,GSB,,,,,,,,,,,,,,,,,,,,,
Staff of the Weaver Arcane,Staff,"Yes-Sorcerer, Wizard",,GSB,,,,,,,,,,,,,,,,,,,,,
Mostly Invisible Wand,Wand,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Wand of the Alicorn,Wand,Yes-Good Spellcaster,,GSB,,,,,,,,,,,,,,,,,,,,,
Memento of the Shapeless,Weapon (any melee without reach or heavy),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Dragonkin Weapon,Weapon (any melee),Yes-Dragonborn,,GSB,,,,,,,,,,,,,,,,,,,,,
Eternal Slayer,Weapon (any sword),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Call and Response,Weapon (dagger and rapier),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Thornpiercer,"Weapon (dagger, shortsword, rapier, or whip)",Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Hag's Claw,Weapon (dagger),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Heaven's Edge,Weapon (dagger),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Spirit Cleaver,Weapon (dagger),Yes-Rogue,,GSB,,,,,,,,,,,,,,,,,,,,,
The Last Standard,"Weapon (glaive, halberd, or pike)",Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Crypt Keeper Glaive,Weapon (glaive),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Glaive of the Revenant King,Weapon (glaive),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Mage Eater Scythe,Weapon (glaive),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Red Queen's Burden,Weapon (glaive),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Axe of Essential Inversion,Weapon (greataxe),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Blooddrinker,Weapon (greataxe),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Realmswarden Greataxe,Weapon (greataxe),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Starmetal Solar Axe,Weapon (greataxe),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
The Timekeeper's Pendulum,Weapon (greataxe),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Tyrant's End,Weapon (greataxe),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Godsteel Worldcarver,Weapon (greatsword or longsword),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
H'rethi Desperation,Weapon (greatsword),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Life's Edge,Weapon (greatsword),Yes-Paladin,,GSB,,,,,,,,,,,,,,,,,,,,,
Loves Embrace,Weapon (greatsword),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Red Rider's Blade,Weapon (greatsword),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Corvus Pyre,Weapon (halberd or quarterstaff),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Soul-Searing Scythe,Weapon (halberd),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Shade and Shine,Weapon (handaxe),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Dragon Tamer Lance,Weapon (lance),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Hailstorm Bow,Weapon (longbow),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Moonfallen Bow,Weapon (longbow),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Slaying Longbow,Weapon (longbow),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Spellfire Bow,Weapon (longbow),Yes-Spellcaster,,GSB,,,,,,,,,,,,,,,,,,,,,
Black Hole,Weapon (longsword or rapier),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Aberrant Nail,Weapon (longsword),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Ai Hao's Fang,Weapon (longsword),Yes-Monk,,GSB,,,,,,,,,,,,,,,,,,,,,
Blade of the Unbroken Circle,Weapon (longsword),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Bolide Blade,Weapon (longsword),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Dragon-kindled Edge,Weapon (longsword),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Form of Order,Weapon (longsword),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Starfire Katana,Weapon (longsword),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Sword of Damocles,Weapon (longsword),Yes-Lawful,,GSB,,,,,,,,,,,,,,,,,,,,,
Sword of Damocles,Weapon (longsword),Yes-Lawful,,GSB,,,,,,,,,,,,,,,,,,,,,
Sword of the Spelldrinker,Weapon (longsword),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Windrazor,Weapon (longsword),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Heavens Gavel,Weapon (maul),Yes-Good Aligned,,GSB,,,,,,,,,,,,,,,,,,,,,
Worldbreaker,Weapon (maul),Yes-Str 17,,GSB,,,,,,,,,,,,,,,,,,,,,
Chillspike,Weapon (pike),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Pike of the Forgotten Legion,Weapon (pike),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Infernal Enforcer,Weapon (pistol),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Cursive,Weapon (rapier),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Cymrith,Weapon (rapier),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Festerwoods Light,Weapon (rapier),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Octavius' Saber,Weapon (rapier),Yes-Rogue,,GSB,,,,,,,,,,,,,,,,,,,,,
Violet King's Promise,Weapon (rapier),"Yes-Bard, Cleric, Paladin, Ranger",,GSB,,,,,,,,,,,,,,,,,,,,,
Dragonwing Scimitars,Weapon (scimitar),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Gladius of the Everfighter,Weapon (shortsword),Yes-Fighter,,GSB,,,,,,,,,,,,,,,,,,,,,
Helios Spear,Weapon (spear),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Purity Spear,Weapon (spear),Yes-Good Aligned,,GSB,,,,,,,,,,,,,,,,,,,,,
Rose of the Queen Valkyrie,Weapon (spear),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Celestial Bident,Weapon (trident),"Yes-Cleric, Paladin",,GSB,,,,,,,,,,,,,,,,,,,,,
Davy Jones' Key,Weapon (trident),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Storm Thrower Harpoon,Weapon (trident),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Tideborn Trident,Weapon (trident),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Astral Sea Piercer,Weapon (war pick),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Forgemasters Might,Weapon (warhammer or maul),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Emberheart Hammer,Weapon (warhammer),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Amulet of Radiant Protection,Wondrous Item,"Yes-Cleric, Paladin",,GSB,,,,,,,,,,,,,,,,,,,,,
Battleborn Gloves,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Blindfold of Judgement,Wondrous Item,Yes-Lawful,,GSB,,,,,,,,,,,,,,,,,,,,,
Bloodmire Soulflame Lantern,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Bloodscryer Oculus,Wondrous Item,Yes-Ranger,,GSB,,,,,,,,,,,,,,,,,,,,,
Celestial Gate,Wondrous item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Censer Chime,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Circlet of Resonant Spheres,Wondrous Item,"Yes-Bard, Wizard",,GSB,,,,,,,,,,,,,,,,,,,,,
Cloak of the Midwinter Solsticekeeper,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Crown of Calamity,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Crown of Storms,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Crown of the Cursed King,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Crystal Ball of Storms,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Death's Shadow,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Dragon Queen's Cloak,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Dragonscale Whetstone,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Drift Bangles,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Drift Bangles,Wondrous item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Efreeti Bangles,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Eye of Iron Sight,Wondrous Item,Yes-Missing an Eye,,GSB,,,,,,,,,,,,,,,,,,,,,
Fell-Rider Chariot,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Fists of Fury,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Godsteel Wargauntlets,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Gorget of the Holy Soldier,Wondrous Item,Yes-Good Aligned,,GSB,,,,,,,,,,,,,,,,,,,,,
Grasp of Gravity,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Guardian's Reliquary,Wondrous Item,Yes-Missing an Arm,,GSB,,,,,,,,,,,,,,,,,,,,,
Heart of Damned Intervention,Wondrous Item,"Yes-Cleric, Paladin",,GSB,,,,,,,,,,,,,,,,,,,,,
Helm of the Dawn Guardian,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Helm of the Justicars,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Hide of the Wild Guardian,Wondrous Item,Yes-Druid,,GSB,,,,,,,,,,,,,,,,,,,,,
Indigo Stray's Conviction,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Infernal Chess Set,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Life Turner,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Lightseer's Gaze,Wondrous Item,Yes-Monk,,GSB,,,,,,,,,,,,,,,,,,,,,
Mark of the Everglacier Monarch,Wondrous Item,Yes-Spellcaster,,GSB,,,,,,,,,,,,,,,,,,,,,
Mask of the Jackal,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Mask of the Planeseeker,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Mastery Gem,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Meta Mantle,Wondrous Item,Yes-Sorcerer,,GSB,,,,,,,,,,,,,,,,,,,,,
Mirrored Ball of Brag'inir,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Mister Bottle,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Myceliaweave Circlet,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Navis Anima,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Orange Cicatrizer's Debt,Wondrous Item,Yes-Wis 17,,GSB,,,,,,,,,,,,,,,,,,,,,
Pact Card,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Pauldron of the Lost Legion,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Primordial Earth Heart,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Quiver of Elemental Chaos,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Red Claws Regalia,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Ring of the Golden Directorate,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Seed of Rebirth,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Skylit Greaves,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Smog Baron's Greatcoat,Wondrous item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Sovereignseed Duffel,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Spire Seed,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
The Pallid Veil,Wondrous Item,"Yes-Cleric, Warlock, or Wizard",,GSB,,,,,,,,,,,,,,,,,,,,,
Tome of Lost Knowledge,Wondrous Item,Yes-Wizard,,GSB,,,,,,,,,,,,,,,,,,,,,
Tome of Planar Wonderings and Wanderings,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Tome of the Unknowable,Wondrous item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Underworld Asphodel Regalia,Wondrous Item,"Yes-Cleric, Wizard",,GSB,,,,,,,,,,,,,,,,,,,,,
Visage of Delight and Disaster,Wondrous Item,Yes-Cha 17,,GSB,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
