Name,Type,Attunement,Price,Source,,,,,,,,,,,,,,,,,,,,,
Magen Handbell,Wondrous Item,-,"4,000 GP",NF,,,,,,,,,,,,,,,,,,,,,
Manor Key,Wondrous Item,Attunement,"4,000 GP",EB,,,,,,,,,,,,,,,,,,,,,
Mantle of Spell Resistance,Wondrous Item,Attunement,"4,000 GP",DMG,,,,,,,,,,,,,,,,,,,,,
Mechanical Wonder,Wondrous Item,-,Varies,FRHoF,,,,,,,,,,,,,,,,,,,,,
Mythallar Cloak,Wondrous Item,Attunement,"4,000 GP",DMG,,,,,,,,,,,,,,,,,,,,,
Necklace of Fireballs,Wondrous Item,-,"2,000 GP",DMG,,,,,,,,,,,,,,,,,,,,,
Necklace of Prayer Beads,Wondrous Item,Attunement,"2,000 GP",DMG,,,,,,,,,,,,,,,,,,,,,
Oil of Etherealness,Potion,-,"2,000 GP",DMG,,,,,,,,,,,,,,,,,,,,,
Periapt of Proof against Poison,Wondrous Item,Attunement,"4,000 GP",DMG,,,,,,,,,,,,,,,,,,,,,
Portable Hole,Wondrous Item,-,"4,000 GP",DMG,,,,,,,,,,,,,,,,,,,,,
Potion of Clairvoyance,Potion,-,"2,000 GP",DMG,,,,,,,,,,,,,,,,,,,,,
Potion of Diminution,Potion,-,"2,000 GP",DMG,,,,,,,,,,,,,,,,,,,,,
Potion of Gaseous Form,Potion,-,"2,000 GP",DMG,,,,,,,,,,,,,,,,,,,,,
Potion of Giant Strength,Potion,-,Varies,DMG,,,,,,,,,,,,,,,,,,,,,
Potion of Healing,Potion,-,Varies,DMG,,,,,,,,,,,,,,,,,,,,,
Potion of Heroism,Potion,-,"2,000 GP",DMG,,,,,,,,,,,,,,,,,,,,,
Potion of Invisibility,Potion,-,"2,000 GP",DMG,,,,,,,,,,,,,,,,,,,,,
Potion of Invulnerability,Potion,-,"2,000 GP",DMG,,,,,,,,,,,,,,,,,,,,,
Potion of Mind Reading,Potion,-,"2,000 GP",DMG,,,,,,,,,,,,,,,,,,,,,
Quaal's Feather Token,Wondrous Item,-,Varies,DMG,,,,,,,,,,,,,,,,,,,,,
Resistance Breaker,Weapon,,"B+4,000 GP",EB,,,,,,,,,,,,,,,,,,,,,
Ring of Animal Influence,Ring,-,"4,000 GP",DMG,,,,,,,,,,,,,,,,,,,,,
Ring of Evasion,Ring,Attunement,"4,000 GP",DMG,,,,,,,,,,,,,,,,,,,,,
Ring of Feather Falling,Ring,Attunement,"4,000 GP",DMG,,,,,,,,,,,,,,,,,,,,,
Ring of Free Action,Ring,Attunement,"4,000 GP",DMG,,,,,,,,,,,,,,,,,,,,,
Ring of Protection,Ring,Attunement,"4,000 GP",DMG,,,,,,,,,,,,,,,,,,,,,
Ring of Resistance,Ring,-,"4,000 GP",DMG,,,,,,,,,,,,,,,,,,,,,
Ring of Spell Storing,Ring,Attunement,"4,000 GP",DMG,,,,,,,,,,,,,,,,,,,,,
Ring of the Ram,Ring,Attunement,"4,000 GP",DMG,,,,,,,,,,,,,,,,,,,,,
Ring of X-ray Vision,Ring,Attunement,"4,000 GP",DMG,,,,,,,,,,,,,,,,,,,,,
Robe of Eyes,Wondrous Item,Attunement,"4,000 GP",DMG,,,,,,,,,,,,,,,,,,,,,
Rod of Rulership,Rod,Attunement,"4,000 GP",DMG,,,,,,,,,,,,,,,,,,,,,
Rod of the Pact Keeper,Rod,Attunement,Varies,DMG,,,,,,,,,,,,,,,,,,,,,
Rope of Entanglement,Wondrous Item,-,"4,000 GP",DMG,,,,,,,,,,,,,,,,,,,,,
Rod of WIld Dominion,Rod,-,"4,000 GP",EB,,,,,,,,,,,,,,,,,,,,,
Scroll of Protection,Scroll,-,"2,000 GP",DMG,,,,,,,,,,,,,,,,,,,,,
Shadow Sibling,Wondrous Item,Attunement,"4,000 GP",EB,,,,,,,,,,,,,,,,,,,,,
Shield,Armor,-,Varies,DMG,,,,,,,,,,,,,,,,,,,,,
Shield of Missile Attraction,Armor,Attunement,"B+4,000 GP",DMG,,,,,,,,,,,,,,,,,,,,,
Silent Weapon,Weapon,-,"B+4,000 GP",EB,,,,,,,,,,,,,,,,,,,,,
Spell Scroll,Scroll,-,Varies,DMG,,,,,,,,,,,,,,,,,,,,,
Staff of Charming,Staff,Attunement,"4,000 GP",DMG,,,,,,,,,,,,,,,,,,,,,
Staff of Healing,Staff,Attunement,"4,000 GP",DMG,,,,,,,,,,,,,,,,,,,,,
Staff of Swarming Insects,Staff,Attunement,"4,000 GP",DMG,,,,,,,,,,,,,,,,,,,,,
Staff of the Woodlands,Staff,Attunement,"4,000 GP",DMG,,,,,,,,,,,,,,,,,,,,,
Staff of Withering,Staff,Attunement,"4,000 GP",DMG,,,,,,,,,,,,,,,,,,,,,
Stone of Controlling Earth Elementals,Wondrous Item,-,"4,000 GP",DMG,,,,,,,,,,,,,,,,,,,,,
Sun Blade,Weapon,Attunement,"B+4,000 GP",DMG,,,,,,,,,,,,,,,,,,,,,
Sword of Life Stealing,Weapon,Attunement,"B+4,000 GP",DMG,,,,,,,,,,,,,,,,,,,,,
Sword of Wounding,Weapon,Attunement,"B+4,000 GP",DMG,,,,,,,,,,,,,,,,,,,,,
Tentacle Rod,Rod,Attunement,"4,000 GP",DMG,,,,,,,,,,,,,,,,,,,,,
Tools of the Master,Wondrous Item,Attunement,"B+4,000 GP",Eb,,,,,,,,,,,,,,,,,,,,,
Vicious Weapon,Weapon,-,"B+4,000 GP",DMG,,,,,,,,,,,,,,,,,,,,,
Wand of Binding,Wand,Attunement,"4,000 GP",DMG,,,,,,,,,,,,,,,,,,,,,
Wand of Enemy Detection,Wand,Attunement,"4,000 GP",DMG,,,,,,,,,,,,,,,,,,,,,
Wand of Fear,Wand,Attunement,"4,000 GP",DMG,,,,,,,,,,,,,,,,,,,,,
Wand of Fireballs,Wand,Attunement,"4,000 GP",DMG,,,,,,,,,,,,,,,,,,,,,
Wand of Lightning Bolts,Wand,Attunement,"4,000 GP",DMG,,,,,,,,,,,,,,,,,,,,,
Wand of Paralysis,Wand,Attunement,"4,000 GP",DMG,,,,,,,,,,,,,,,,,,,,,
Wand of the War Mage,Wand,Attunement,Varies,DMG,,,,,,,,,,,,,,,,,,,,,
Wand of Wonder,Wand,Attunement,"4,000 GP",DMG,,,,,,,,,,,,,,,,,,,,,
Weapon,Weapon,-,Varies,DMG,,,,,,,,,,,,,,,,,,,,,
Windskiff,Wondrous Item,-,"4,000 GP",FRHoF,,,,,,,,,,,,,,,,,,,,,
Wings of Flying,Wondrous Item,Attunement,"4,000 GP",DMG,,,,,,,,,,,,,,,,,,,,,
Wraps of Unarmed Power,Wondrous Item,-,Varies,DMG,,,,,,,,,,,,,,,,,,,,,
Moonswaddled Armor,Armor (any light armor),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Poison Dart Armor of Amphibios,Armor (any light armor),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Protector's Armor,"Armor (any medium or heavy armor, but not hide)",Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Warding Armor,Armor (any),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Breastplate of the Morning Light,Armor (breastplate),"Yes-Cleric, Paladin",,GSB,,,,,,,,,,,,,,,,,,,,,
Chromatic Obsidian Breastplate,Armor (breastplate),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Daedalus Armor,Armor (breastplate),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Scorned Heart Breastplate,Armor (breastplate),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Shellguard Armor,Armor (breastplate),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Spiritwalker Breastplate,Armor (breastplate),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Time Warden Armor,Armor (breastplate),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Verdant Breastplate,Armor (breastplate),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Bastion Chain,Armor (chain mail),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Chain Acolyte Robes,Armor (chain mail),Yes-Spellcaster,,GSB,,,,,,,,,,,,,,,,,,,,,
Lionguard Chain,Armor (chain shirt or chain mail),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Druidic Chain,Armor (chain shirt),"Yes-Druid, Ranger",,GSB,,,,,,,,,,,,,,,,,,,,,
Windswept Wyvernplate,Armor (halfplate),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Warden's Armor,"Armor (heavy, but not plate)",No,,GSB,,,,,,,,,,,,,,,,,,,,,
Fused Chimeric Hide,Armor (hide),"Yes-Barbarian, Druid",,GSB,,,,,,,,,,,,,,,,,,,,,
Captain's Pride,Armor (leather or studded leather),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Myceliaweave Armor,"Armor (leather, studded leather, or hide)",Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Acrid Wetsuit,Armor (leather),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Mistwalker Armor,Armor (leather),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Deer Hunters Armor,Armor (light),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Heavy Golem Armor,Armor (plate),Yes-Small Humanoid,,GSB,,,,,,,,,,,,,,,,,,,,,
Nightstalker Armor of the Northeastern Wind,Armor (plate),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Vainglorious Armor,Armor (ring mail),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Couatl Heralds Scales,Armor (scale mail),Yes-Good Aligned,,GSB,,,,,,,,,,,,,,,,,,,,,
Elder Sequoia Scale Mail,Armor (scale mail),Yes-Druid,,GSB,,,,,,,,,,,,,,,,,,,,,
Valkyrian Scale,Armor (scale mail),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Aegis of Radiance,Armor (shield),Yes-Cleric,,GSB,,,,,,,,,,,,,,,,,,,,,
Ballatar's Buckler,Armor (shield),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Dragon Turtle Shield,Armor (shield),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Forgework Dragon Shield,Armor (shield),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Four Winds Aegis,Armor (shield),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Gloom Shield,Armor (shield),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Helmsmans Shelter,Armor (shield),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Monster Tamers Shield,Armor (shield),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Moonlit Aegis,Armor (shield),Yes-Spellcaster,,GSB,,,,,,,,,,,,,,,,,,,,,
Mourningsteel Barricade,Armor (shield),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Nexus Shield,Armor (shield),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Prismatic Mirror,Armor (shield),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Quantumfly Buckler,Armor (shield),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Retaliating Bloom Shield,Armor (shield),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Shield of the Justicars,Armor (shield),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Skyglider Shield,Armor (shield),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Spelldrinker Aegis,Armor (shield),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Storm's Eye Shield,Armor (shield),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Traitor's Shield,Armor (shield),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Traitor's Shield,Armor (shield),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Warding Shield,Armor (shield),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Splinterguard,Armor (splint),"Yes-Druid, Ranger",,GSB,,,,,,,,,,,,,,,,,,,,,
Skeletal Armor,Armor (studded leather or hide),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Aged Goodberry Wine,Potion,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Ankh of Anointment,Potion,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Chi-Balancing Tea,Potion,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Djinn and Tonic,Potion,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Essence of Rage,Potion,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Gorgon Potion,Potion,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Oil of Armor Animation,Potion,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Potion of Puddle Scrying,Potion,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Potion of Spell Recovery,Potion,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Rejuvenating Draft,Potion,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Snake Oil,Potion,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Sream's Stoppered Oasis,Potion,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Vortex Elixir,Potion,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Weirdwater Poison,Potion,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Band of Mirrored Essence,Ring,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Contingency Band,Ring,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Covolt Ring,Ring,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Elemental Dial,Ring,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Enchantment Breaker,Ring,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Mageplate Ring,Ring,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Ooze Cube Ring,Ring,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Ouroboros Ring,Ring,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Quick Change Ring,Ring,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Ring of Anchoring,Ring,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Ring of Changing Shapes,Ring,Yes-Sorcerer,,GSB,,,,,,,,,,,,,,,,,,,,,
Ring of Eldritch Ire,Ring,Yes-Warlock,,GSB,,,,,,,,,,,,,,,,,,,,,
Ring of Honor,Ring,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Ring of Misdirection,Ring,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Ring of Perpetual Motion,Ring,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Ring of Retribution,Ring,"Yes-Cleric, Paladin",,GSB,,,,,,,,,,,,,,,,,,,,,
Ring of Sharks,Ring,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Ring of Solar's Sight,Ring,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Ring of the Arcane Berserker,Ring,Yes-Barbarian,,GSB,,,,,,,,,,,,,,,,,,,,,
Ring of the Koi,Ring,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Ring of the Ring,Ring,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Ring of Twisted Blooms,Ring,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Ring of Vitality,Ring,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Rings of Fire,Ring,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Rings of Stone,Ring,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Rings of the True Companions,Ring,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Rng of Salt,Ring,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Signet Rings BDS,Ring,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Smiter's Signet,Ring,Yes-Paladin,,GSB,,,,,,,,,,,,,,,,,,,,,
Starmetal Ring,Ring,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Tracking Signet,Ring,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Bloodmire Rod of the Witch Doctor,Rod,"Yes-Cleric, Druid, Paladin, Warlock",,GSB,,,,,,,,,,,,,,,,,,,,,
Doorway Scepter,Rod,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Duck Cover Cane,Rod,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Honey Scepter,Rod,Yes-Spellcaster,,GSB,,,,,,,,,,,,,,,,,,,,,
Lightning Pylons,Rod,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Naga's Caduceus of Rebirth,Rod,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Nana's Wooden Spoon,Rod,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Nevermore's Vigil,Rod,Yes-Warlock,,GSB,,,,,,,,,,,,,,,,,,,,,
Parader's Scepter,Rod,Yes-Bard,,GSB,,,,,,,,,,,,,,,,,,,,,
Reliquary of Holy Memories,Rod,"Yes-Cleric, Paladin",,GSB,,,,,,,,,,,,,,,,,,,,,
Rocborne Rod,Rod,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Rod of Refstrophobia,Rod,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Rod of Reverberation,Rod,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Rod of Storms,Rod,Yes-Spellcaster,,GSB,,,,,,,,,,,,,,,,,,,,,
Rod of the Magicycle,Rod,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Rod of Water Absorption,Rod,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Tremor Spike,Rod,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Mobius Scroll,Scroll,Yes-Spellcaster,,GSB,,,,,,,,,,,,,,,,,,,,,
Scroll of Comedic Endings,Scroll,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Scroll of Mass Sending,Scroll,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Scroll of Mastery,Scroll,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Scroll of Mastery,Scroll,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Scroll of Monetery Omniscience,Scroll,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Scroll of Necrosis,Scroll,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Scroll of Nightmares,Scroll,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Scroll of Paywall,Scroll,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Scroll of the Jester,Scroll,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Scroll of the Skyfallen,Scroll,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Captain's Wright,Staff,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Couatl Heralds Radiance,Staff,Yes-Good Aligned,,GSB,,,,,,,,,,,,,,,,,,,,,
Enzymatic Gastrostaff,Staff,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Fire Brigade Staff,Staff,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Siege Staff,Staff,"Yes-Bard, Cleric, Druid, Sorcerer, Warlock, Wizard",,GSB,,,,,,,,,,,,,,,,,,,,,
Staff of the Magpie,Staff,Yes-Spellcaster,,GSB,,,,,,,,,,,,,,,,,,,,,
Staff of the Mirage,Staff,Yes-Wizard,,GSB,,,,,,,,,,,,,,,,,,,,,
Staff of the Mustang,Staff,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Staff of the Reverent Warrior,Staff,Yes-Spellcaster,,GSB,,,,,,,,,,,,,,,,,,,,,
Torrent Taiaha,Staff,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Acanist's Scribing Wand,Wand,Yes-Wizard,,GSB,,,,,,,,,,,,,,,,,,,,,
Direstone Runic Wand,Wand,Yes-Spellcaster,,GSB,,,,,,,,,,,,,,,,,,,,,
Fire Wand of the Unbroken Circle,Wand,Yes-Druid,,GSB,,,,,,,,,,,,,,,,,,,,,
Ouroboros Wand,Wand,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Stitchwitch's Wand,Wand,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Stitchwitch's Wand,Wand,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Wand of Branding,Wand,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Wand of Burning,Wand,Yes-Spellcaster,,GSB,,,,,,,,,,,,,,,,,,,,,
Wand of Gilding,Wand,"Yes-Bard, Sorcerer, Wizard",,GSB,,,,,,,,,,,,,,,,,,,,,
Wand of Incense,Wand,Yes-Spellcaster,,GSB,,,,,,,,,,,,,,,,,,,,,
Wand of Meadow's Rest,Wand,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Wand of Shadow,Wand,"Yes-Sorcerer, Warlock, Wizard",,GSB,,,,,,,,,,,,,,,,,,,,,
Wand of Stars,Wand,Yes-Spellcaster,,GSB,,,,,,,,,,,,,,,,,,,,,
Wand of Termites,Wand,Yes-Spellcaster,,GSB,,,,,,,,,,,,,,,,,,,,,
Wand of the Dragon Queen,Wand,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Wand of the Frostrose,Wand,Yes-Spellcaster,,GSB,,,,,,,,,,,,,,,,,,,,,
Wand of Weight,Wand,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Wand of Whispers,Wand,Yes-Spellcaster,,GSB,,,,,,,,,,,,,,,,,,,,,
Warmind Wand,Wand,"Yes-Orc, Half-Orc",,GSB,,,,,,,,,,,,,,,,,,,,,
Wond of Fireballs,Wand,Yes-Spellcaster,,GSB,,,,,,,,,,,,,,,,,,,,,
Behirazooka,Weapon,No,,GSB,,,,,,,,,,,,,,,,,,,,,
